@relation adult

@attribute 'age' {0,1,2,3,4}
@attribute 'workclass' {Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@attribute 'fnlwgt' REAL
@attribute 'education' {Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@attribute 'education-num' REAL
@attribute 'marital-status' {Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@attribute 'occupation' {Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@attribute 'relationship' {Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@attribute 'race' {White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@attribute 'sex' {Female, Male}
@attribute 'capitalgain' {0,1,2,3,4}
@attribute 'capitalloss' {0,1,2,3,4}
@attribute 'hoursperweek' {0,1,2,3,4}
@attribute 'native-country' {United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@attribute 'class' {>50K, <=50K}

@data
2,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,Poland,<=50K
2,Private,109434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,255004,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,197860,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,?,187656,1st-4th,2,Divorced,?,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,4,2,United-States,<=50K
3,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,0,United-States,<=50K
3,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
4,?,24215,10th,6,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
4,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,3,United-States,<=50K
4,Private,314209,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,Columbia,<=50K
4,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,538583,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,2,0,2,United-States,<=50K
2,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Private,159732,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,110978,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,2,United-States,<=50K
1,Private,76714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
4,State-gov,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
2,State-gov,170525,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,180138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,Iran,>50K
2,Local-gov,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
0,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,347890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
0,State-gov,273905,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,<=50K
0,?,119156,Some-college,10,Never-married,?,Own-child,White,Male,0,0,0,United-States,<=50K
2,Private,179488,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2,2,United-States,<=50K
4,Private,203580,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,?,<=50K
4,Private,236596,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
1,Private,183916,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,207578,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,3,3,United-States,>50K
2,Private,153141,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,?,<=50K
2,Private,112763,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
2,Private,390781,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,2,United-States,<=50K
4,Local-gov,171328,10th,6,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
0,Local-gov,27382,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
4,Private,259014,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
2,Self-emp-not-inc,303044,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,2,Cambodia,>50K
0,Private,117789,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,172579,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,187666,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,204518,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,98092,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,245918,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
4,Private,146013,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
1,Private,378322,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-inc,257295,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,4,Thailand,>50K
0,?,218956,Some-college,10,Never-married,?,Own-child,White,Male,0,0,1,Canada,<=50K
4,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,185480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,222205,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,>50K
4,Private,69867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
0,Private,191260,9th,5,Never-married,Other-service,Own-child,White,Male,1,0,1,United-States,<=50K
3,Self-emp-not-inc,30653,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,4,United-States,<=50K
1,Local-gov,209109,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,70377,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,477983,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,170924,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
1,Private,190174,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,193787,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,279472,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2,0,3,United-States,>50K
0,Private,34918,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Germany,<=50K
2,Local-gov,97688,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
1,Private,175413,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,173960,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,205759,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
4,Federal-gov,425161,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
2,Private,220531,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
3,Private,176609,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,371987,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,193884,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Ecuador,<=50K
2,Private,200352,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,127595,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,220419,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,231931,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,248402,Bachelors,13,Never-married,Tech-support,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,111095,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
2,Self-emp-inc,57424,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
2,?,157443,Masters,14,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,1,0,2,?,<=50K
0,Private,278130,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,169469,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,4,United-States,<=50K
3,Private,146268,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,0,2,United-States,>50K
0,Private,153718,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K
1,Private,217460,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
3,Private,238638,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
0,Private,303296,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,Laos,<=50K
2,Private,173321,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,193945,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,83082,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,193815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
2,Self-emp-inc,34987,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
1,Private,59306,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,142897,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2,0,1,Taiwan,>50K
0,?,860348,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,205607,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,>50K
0,Private,199698,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,191954,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,138714,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,399087,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,2,Mexico,<=50K
1,Private,423158,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,159841,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Self-emp-not-inc,174308,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,50356,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,3,United-States,<=50K
1,Private,186110,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,200381,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,174309,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
4,Self-emp-not-inc,78383,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,?,211601,Assoc-voc,11,Never-married,?,Own-child,Black,Female,0,0,0,United-States,<=50K
2,Private,187728,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,3,United-States,>50K
4,Self-emp-not-inc,321171,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,127921,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,1,0,3,United-States,<=50K
2,Private,206565,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,224563,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,178686,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Local-gov,98545,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,242606,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,270942,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,3,Mexico,<=50K
1,Private,94235,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
3,Private,71195,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,104112,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,0,0,1,Haiti,<=50K
2,Private,261192,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,94936,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,296478,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
2,State-gov,119272,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,2,United-States,>50K
1,Private,85043,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,State-gov,293364,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,241895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,?,36135,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,<=50K
1,?,151989,Assoc-voc,11,Divorced,?,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,101128,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,1,Iran,<=50K
1,Private,156464,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,117963,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
1,Private,192262,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,111363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,329752,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
4,?,372020,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,>50K
2,Federal-gov,95432,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
4,Private,161400,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,2,United-States,<=50K
2,Private,96129,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
2,Private,111949,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,117125,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Portugal,<=50K
2,Private,348022,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,<=50K
4,Private,270092,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
2,Private,180609,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,174575,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1,2,United-States,>50K
0,Private,410439,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,Private,92262,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Self-emp-not-inc,183081,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,362589,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,212448,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
2,Private,481060,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,185885,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,89821,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
2,State-gov,184018,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
2,Private,256649,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
2,Private,160323,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Local-gov,350845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,267404,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,35633,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,80914,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,172927,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
3,Private,174319,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,214955,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,0,4,2,United-States,<=50K
0,Private,344991,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,108699,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Local-gov,117312,Some-college,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
0,Private,396099,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,134152,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,162028,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,4,0,United-States,>50K
0,Private,25429,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,232392,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,2,United-States,<=50K
1,Private,220098,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,>50K
1,Private,301302,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Self-emp-not-inc,277946,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,98101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,2,?,>50K
1,Private,196164,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,115562,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,96975,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,2,United-States,<=50K
0,?,137300,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,1,United-States,<=50K
0,Private,86872,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
3,Self-emp-inc,132178,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
0,Private,416103,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,108574,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,State-gov,288353,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
1,Private,227689,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,4,United-States,<=50K
1,Private,166481,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,3,2,Puerto-Rico,<=50K
2,Private,445382,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,4,United-States,>50K
1,Private,110145,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,317253,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,?,123147,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,2,2,United-States,>50K
1,Private,364657,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
2,Local-gov,42346,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,1,United-States,<=50K
0,Private,241951,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,118500,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,188386,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,United-States,>50K
1,State-gov,1033222,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,92440,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,>50K
3,Private,190762,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Mexico,<=50K
1,Private,426017,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Local-gov,243867,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,State-gov,240283,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,61777,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,175024,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,0,United-States,<=50K
1,State-gov,92003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
1,Private,188401,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,228528,10th,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,Federal-gov,255191,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,2,United-States,<=50K
0,Private,204653,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,4,Dominican-Republic,<=50K
4,Self-emp-inc,222289,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
3,Local-gov,287480,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,?,107762,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,?,202521,11th,7,Never-married,?,Own-child,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,204116,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,1,0,2,United-States,<=50K
1,Private,29662,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,>50K
1,Private,116358,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,3,2,Philippines,<=50K
1,Private,208405,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
1,Local-gov,284843,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,1,0,3,United-States,<=50K
1,Local-gov,117018,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,81281,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
2,Local-gov,340148,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
1,Private,363425,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,45857,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Federal-gov,191073,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,2,United-States,<=50K
2,Private,116632,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
1,Private,405855,9th,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,Mexico,<=50K
0,Private,298227,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,290521,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Private,56915,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
0,Private,146538,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
0,?,258872,11th,7,Never-married,?,Own-child,White,Female,0,0,0,United-States,<=50K
